feature id fc pval qval
76 gene NONMMUG042605.2 0.450124454777571 0.00254980827122997 0.658706768158576
77 gene NONMMUG025018.2 30.7592209076256 0.00258667321960493 0.658706768158576
78 gene ENSMUSG00000022708.16 0.29357491695385 0.00263178060630243 0.658706768158576
79 gene ENSMUSG00000022354.4 0.130604408298405 0.00269927066696707 0.658706768158576
80 gene NONMMUG088972.1 3.05828781315561 0.00270563740532848 0.658706768158576
81 gene ENSMUSG00000063049.4 0.332008723872726 0.00271676834167922 0.658706768158576
82 gene ENSMUSG00000024997.7 0.234212249410582 0.0027310777900551 0.658706768158576
83 gene ENSMUSG00000029119.9 0.305606041389175 0.00274640202630017 0.658706768158576
84 gene ENSMUSG00000026749.11 0.357803406000344 0.00276229831842345 0.658706768158576
85 gene ENSMUSG00000027800.14 0.415194766354742 0.00283459861408786 0.658706768158576
86 gene ENSMUSG00000051351.14 0.329723759145987 0.00284706730616402 0.658706768158576
87 gene ENSMUSG00000026127.13 0.437856627249322 0.00284793043854581 0.658706768158576
88 gene ENSMUSG00000028645.11 0.165871950545709 0.0029087691565326 0.658706768158576
89 gene NONMMUG001959.2 3.32920335354496 0.00291902404158795 0.658706768158576
90 gene NONMMUG005414.2 3.15832274937473 0.0029606250951637 0.658706768158576
91 gene ENSMUSG00000057649.6 5.93265658617222 0.00296439353668654 0.658706768158576
92 gene ENSMUSG00000021009.15 0.554672238585897 0.00297854141168907 0.658706768158576
93 gene ENSMUSG00000040938.16 2.52097596558937 0.00298918812765381 0.658706768158576
94 gene ENSMUSG00000063754.7 0.410494768273684 0.00299285608938615 0.658706768158576
95 gene ENSMUSG00000031802.9 5.77257684351474 0.00299489246280626 0.658706768158576
96 gene NONMMUG024034.2 3.66971081166252 0.00301309619017598 0.658706768158576
97 gene ENSMUSG00000021096.11 1.62617906714913 0.00304833026018714 0.659539249180902
98 gene ENSMUSG00000001025.8 0.023367604401625 0.00314575703260855 0.661747030999111
99 gene NONMMUG088544.1 0.0249652109227288 0.00315075278501364 0.661747030999111
100 gene ENSMUSG00000031386.14 0.193846610414004 0.00325361590609374 0.661747030999111
101 gene NONMMUG042414.2 14.9669792660285 0.00325421002238757 0.661747030999111
102 gene NONMMUG006001.2 5.58402207931396 0.00327398555506364 0.661747030999111
103 gene ENSMUSG00000038811.13 0.273534866887973 0.0033165034119973 0.661747030999111
104 gene ENSMUSG00000027331.15 5.15710239678769 0.00332289762260984 0.661747030999111
105 gene ENSMUSG00000021178.9 0.0934181551702599 0.00334745416657078 0.661747030999111
106 gene ENSMUSG00000027108.15 0.0825564238819255 0.00336248114325643 0.661747030999111
107 gene NONMMUG027034.2 0.264369254419247 0.00337384725386691 0.661747030999111
108 gene NONMMUG011349.2 0.135428425547741 0.00343780197404464 0.668047685456249
109 gene NONMMUG014748.2 0.0974263543681919 0.00356355253988871 0.679546953660801
110 gene NONMMUG040718.2 2.0929159292161 0.00360301126613582 0.679546953660801
111 gene ENSMUSG00000001158.13 0.187665460732191 0.00361415221104133 0.679546953660801
112 gene ENSMUSG00000044734.16 0.308919926426611 0.00366417463462565 0.679546953660801
113 gene ENSMUSG00000027206.13 0.61894691006895 0.00374182705651904 0.679546953660801
114 gene NONMMUG013851.2 5.23584633426597 0.00375204464577106 0.679546953660801
115 gene ENSMUSG00000020841.5 0.29167445459707 0.0037895596091807 0.679546953660801
116 gene NONMMUG002495.2 0.231857379261866 0.00379081096807821 0.679546953660801
117 gene ENSMUSG00000033009.15 0.244722092935256 0.00383865514289139 0.679546953660801
118 gene NONMMUG021358.2 4.00381872859657 0.00384579290944975 0.679546953660801
119 gene ENSMUSG00000027955.16 2.78349761833165 0.00391575938039934 0.679546953660801
120 gene NONMMUG021388.2 0.167802607573652 0.00392324523699328 0.679546953660801
121 gene ENSMUSG00000083283.3 3.03316186058862 0.00393868717440671 0.679546953660801
122 gene ENSMUSG00000092074.1 0.156260689003715 0.0039740567201253 0.679546953660801
123 gene NONMMUG007011.2 3.02670494405155 0.00402064210489195 0.679546953660801
124 gene ENSMUSG00000056692.12 6.50653365356694 0.0040363378581596 0.679546953660801
125 gene ENSMUSG00000003062.13 0.334990011592088 0.00405172818111221 0.679546953660801
126 gene ENSMUSG00000061130.12 6.96179745587381 0.00407980731697055 0.679546953660801
127 gene ENSMUSG00000028776.14 0.288211061173197 0.00411457847566188 0.679942192667054
128 gene NONMMUG024688.2 5.68740769924184 0.00420277119605328 0.689090305402892
129 gene ENSMUSG00000038648.5 0.126726151881507 0.00428507875738093 0.693950387390975
130 gene NONMMUG044007.2 0.175273074587635 0.00430902865974736 0.693950387390975
131 gene NONMMUG000075.2 2.87626960941881 0.00433161007996463 0.693950387390975
132 gene ENSMUSG00000030291.12 0.245451355251763 0.00442226171556537 0.69920371327531
133 gene ENSMUSG00000069049.11 0.324816040231016 0.00448059182123883 0.69920371327531
134 gene ENSMUSG00000005813.12 0.409546245090111 0.00456819232798678 0.69920371327531
135 gene ENSMUSG00000030335.6 0.287586418027007 0.00463336042753049 0.69920371327531
136 gene ENSMUSG00000034412.13 6.08783686433031 0.00465462649463722 0.69920371327531
137 gene ENSMUSG00000038943.16 0.171739781056671 0.00465964789175111 0.69920371327531
138 gene NONMMUG027509.2 0.173804626054507 0.00470341673186092 0.69920371327531
139 gene ENSMUSG00000041957.15 1.88430124432887 0.00471452354055801 0.69920371327531
140 gene ENSMUSG00000052397.8 0.395356254929087 0.00472404987688568 0.69920371327531
141 gene ENSMUSG00000037362.8 0.307492116465011 0.00473161978215897 0.69920371327531
142 gene NONMMUG004864.2 5.14382984824302 0.00479199030367927 0.69920371327531
143 gene ENSMUSG00000020677.7 0.380017053448858 0.00479463374875655 0.69920371327531
144 gene ENSMUSG00000045671.17 2.53608314854952 0.00479750963509051 0.69920371327531
145 gene ENSMUSG00000038543.13 0.14786558617248 0.00487682478311058 0.700438124377349
146 gene NONMMUG007853.2 5.80232596014644 0.00490779185208645 0.700438124377349
147 gene NONMMUG085075.1 3.28821368463495 0.00501875439800437 0.700438124377349
148 gene NONMMUG038210.2 13.3486313479654 0.0051359384308185 0.700438124377349
149 gene NONMMUG092117.1 0.225126091715422 0.005143254567052 0.700438124377349
150 gene NONMMUG026851.2 4.28534202055774 0.00514442285550831 0.700438124377349
151 gene ENSMUSG00000025245.14 3.05651393070117 0.00517732349769839 0.700438124377349
152 gene NONMMUG039139.2 3.49333535695967 0.0051816692513349 0.700438124377349
153 gene ENSMUSG00000009588.9 3.45483341214784 0.00518619153747957 0.700438124377349
154 gene ENSMUSG00000007655.16 0.153899340775175 0.00521901256377499 0.700438124377349
155 gene ENSMUSG00000036078.16 0.232374725467689 0.00522466105822939 0.700438124377349
156 gene ENSMUSG00000020019.4 0.301858626340513 0.0052569668885647 0.700438124377349
157 gene ENSMUSG00000004070.15 0.207095500233519 0.00539826582919112 0.700438124377349
158 gene ENSMUSG00000067719.5 0.075865528757853 0.00540103826240967 0.700438124377349
159 gene ENSMUSG00000069520.6 0.331219354060225 0.00542932436902244 0.700438124377349
160 gene NONMMUG042277.2 0.242355562743729 0.00550777399329205 0.700438124377349
161 gene ENSMUSG00000046058.7 3.58169982280436 0.00553898732644276 0.700438124377349
162 gene NONMMUG012035.2 8.19224461944525 0.00553974018520087 0.700438124377349
163 gene ENSMUSG00000089214.1 8.62035453319075 0.00554644444582064 0.700438124377349
164 gene NONMMUG026282.2 0.233187844331211 0.00554684213153167 0.700438124377349
165 gene ENSMUSG00000005804.14 5.60083481666317 0.00556649621118899 0.700438124377349
166 gene NONMMUG093819.1 0.31690827351243 0.00556871582613083 0.700438124377349
167 gene ENSMUSG00000028755.3 0.229967432938631 0.00557360112312466 0.700438124377349
168 gene ENSMUSG00000074916.5 0.346318758757589 0.00563009392344993 0.703326078401451
169 gene ENSMUSG00000001416.13 0.52291389001558 0.00568098306525422 0.705483973908227
170 gene NONMMUG019656.2 6.92306871404643 0.00575531280465513 0.707086747208391
171 gene NONMMUG035368.3 12.784851264791 0.00581216274150553 0.707086747208391
172 gene ENSMUSG00000049764.8 4.22024020987398 0.00584627965409834 0.707086747208391
173 gene NONMMUG026515.2 3.95290011691724 0.00585259479362277 0.707086747208391
174 gene ENSMUSG00000041225.16 2.20794578303377 0.00586234783505313 0.707086747208391
175 gene ENSMUSG00000008475.13 0.368012823900041 0.00597926271879512 0.712525036941076
176 gene ENSMUSG00000024576.14 0.167339020194757 0.00598592848910817 0.712525036941076
177 gene ENSMUSG00000032463.10 2.76625916208836 0.00603106405886544 0.712525036941076
178 gene ENSMUSG00000024989.14 0.325990886470294 0.00604323898487213 0.712525036941076
179 gene ENSMUSG00000028419.5 0.121178135818486 0.00611421286225944 0.716865839889602
180 gene NONMMUG089518.1 0.111484078524095 0.00620233907136802 0.72062406194418
181 gene ENSMUSG00000037958.13 12.5601220258936 0.00624233769785187 0.72062406194418
182 gene NONMMUG008300.2 0.141907579212152 0.00624927713698198 0.72062406194418
183 gene NONMMUG006147.2 3.1201323678038 0.00650322178487106 0.735596489685071
184 gene ENSMUSG00000050538.8 0.156535735503629 0.00657641184853408 0.735596489685071
185 gene ENSMUSG00000005087.17 0.284441897428733 0.00670976384012223 0.735596489685071
186 gene NONMMUG014006.2 3.9178258817565 0.00673005610543198 0.735596489685071
187 gene ENSMUSG00000032280.16 0.239096552769278 0.00680195063464129 0.735596489685071
188 gene ENSMUSG00000038776.13 0.221334603548981 0.00684805635377361 0.735596489685071
189 gene NONMMUG039942.2 2.77613858215159 0.00685626567360265 0.735596489685071
190 gene ENSMUSG00000015536.14 0.311241751229695 0.00685874024656319 0.735596489685071
191 gene NONMMUG015302.2 0.116829214500173 0.00686177825336776 0.735596489685071
192 gene ENSMUSG00000000581.8 0.385298962760739 0.00689011271718165 0.735596489685071
193 gene ENSMUSG00000030868.6 0.193401189737342 0.00689423555804436 0.735596489685071
194 gene NONMMUG022450.2 0.0915342170867132 0.00699773442836071 0.735596489685071
195 gene ENSMUSG00000062753.13 0.290900034058453 0.00699968289864339 0.735596489685071
196 gene ENSMUSG00000033222.16 0.323146110848746 0.00701847887342222 0.735596489685071
197 gene NONMMUG041781.3 2.97775114679197 0.00703714937714461 0.735596489685071
198 gene ENSMUSG00000079225.3 3.30451847443146 0.00703739738191489 0.735596489685071
199 gene ENSMUSG00000021039.9 0.426776673649542 0.00707583440646942 0.735596489685071
200 gene ENSMUSG00000028394.9 0.226509088287161 0.00713157480334581 0.735596489685071
201 gene ENSMUSG00000057554.13 0.242236386893208 0.00717901171219992 0.735596489685071
202 gene ENSMUSG00000029657.15 3.79161074892147 0.00722351463638415 0.735596489685071
203 gene ENSMUSG00000079685.10 0.209342481429283 0.00722624521189164 0.735596489685071
204 gene ENSMUSG00000021377.15 0.125666748536435 0.00722675554692498 0.735596489685071
205 gene NONMMUG096035.1 0.0879049671290628 0.00733903306922223 0.735596489685071
206 gene NONMMUG012933.2 0.2544993012051 0.007411058883387 0.735596489685071
207 gene NONMMUG034119.2 0.335715630119365 0.00741495003788128 0.735596489685071
208 gene ENSMUSG00000006717.7 0.199871968935589 0.00741867066937474 0.735596489685071
209 gene ENSMUSG00000003119.14 0.483268146571746 0.0074255292314821 0.735596489685071
210 gene ENSMUSG00000022391.16 0.145578518249936 0.00744921267750209 0.735596489685071
211 gene ENSMUSG00000004771.12 0.158998588487152 0.00750877635672276 0.735596489685071
212 gene ENSMUSG00000034832.15 0.405778941028544 0.00752376114503173 0.735596489685071
213 gene ENSMUSG00000026174.9 0.55694319683895 0.00765349931244153 0.735596489685071
214 gene NONMMUG044352.2 4.53738166387627 0.00772104720980127 0.735596489685071
215 gene ENSMUSG00000041298.15 0.280865559440363 0.00773184925921222 0.735596489685071
216 gene ENSMUSG00000032288.9 0.126455306945647 0.00773808411101862 0.735596489685071
217 gene ENSMUSG00000019979.12 3.51391861396716 0.00778691599677961 0.735596489685071
218 gene ENSMUSG00000021807.6 0.224286937758515 0.00779345773098261 0.735596489685071
219 gene ENSMUSG00000027430.12 0.178823275543212 0.00785361099547899 0.735596489685071
220 gene NONMMUG063793.1 2.91900006679217 0.00790914719827862 0.735596489685071
221 gene ENSMUSG00000028756.12 0.213612671137528 0.0079370547069505 0.735596489685071
222 gene ENSMUSG00000030298.10 0.264130058365253 0.00797902634906333 0.735596489685071
223 gene ENSMUSG00000086804.8 5.28334869154437 0.00798421202031241 0.735596489685071
224 gene ENSMUSG00000030876.7 0.240021062331404 0.00798847727703977 0.735596489685071
225 gene NONMMUG004742.2 0.296309726032295 0.00801411396072971 0.735596489685071
226 gene NONMMUG092024.1 4.08491265671228 0.00801936246707147 0.735596489685071
227 gene ENSMUSG00000015149.14 0.292657492271007 0.00802363996912736 0.735596489685071
228 gene ENSMUSG00000040820.16 0.237879981764084 0.00807790937600039 0.735596489685071
229 gene ENSMUSG00000079941.1 0.284487325769653 0.00808405078662455 0.735596489685071
230 gene ENSMUSG00000059013.12 0.192445969271518 0.00808668141371693 0.735596489685071
231 gene ENSMUSG00000021302.10 0.677923141317807 0.00816114954167924 0.735596489685071
232 gene NONMMUG048429.1 2.73036086299479 0.0081949778128303 0.735596489685071
233 gene NONMMUG008958.2 3.80573000263238 0.00829673731577807 0.735596489685071
234 gene NONMMUG007598.2 0.159362040395843 0.00831192757371113 0.735596489685071
235 gene ENSMUSG00000001120.15 0.374421161253345 0.00832200122721871 0.735596489685071
236 gene ENSMUSG00000040297.12 2.05166468069959 0.00834497059273898 0.735596489685071
237 gene NONMMUG071068.1 10.7602661383117 0.00839735748919979 0.735596489685071
238 gene ENSMUSG00000024045.5 0.326646802125282 0.00841718099091904 0.735596489685071
239 gene NONMMUG010149.2 0.270257742868909 0.00841793223803755 0.735596489685071
240 gene ENSMUSG00000038683.16 0.141279785732912 0.00842009465129179 0.735596489685071
241 gene ENSMUSG00000043008.8 0.132658848779002 0.008515719807897 0.735596489685071
242 gene NONMMUG025145.2 4.6164126454966 0.00854685220304641 0.735596489685071
243 gene ENSMUSG00000032369.13 0.382254139606246 0.00859582600068065 0.735596489685071
244 gene NONMMUG001010.2 0.506839199863814 0.00861564534377646 0.735596489685071
245 gene ENSMUSG00000044452.10 0.337724672437866 0.00872157363678483 0.735596489685071
246 gene NONMMUG018068.2 0.147757175994151 0.008731722542062 0.735596489685071
247 gene ENSMUSG00000025016.10 0.203457902668905 0.00873769455421769 0.735596489685071
248 gene ENSMUSG00000030084.11 0.332848611530985 0.00880361090192761 0.735596489685071
249 gene ENSMUSG00000040048.14 0.223853187834726 0.00881525994004506 0.735596489685071
250 gene ENSMUSG00000046876.16 0.407171698351781 0.00887746624855601 0.735596489685071
251 gene ENSMUSG00000040463.16 0.21492512629672 0.00893733371324368 0.735596489685071
252 gene ENSMUSG00000092274.2 17.4787252201063 0.00896113989115754 0.735596489685071
253 gene NONMMUG033476.2 3.49937164805555 0.00896301932255039 0.735596489685071
254 gene ENSMUSG00000009647.13 0.196087827780321 0.00900251504217997 0.735596489685071
255 gene ENSMUSG00000025240.9 0.183970999916785 0.00900974017012457 0.735596489685071
256 gene ENSMUSG00000000295.13 0.412642723168408 0.00903204106713174 0.735596489685071
257 gene ENSMUSG00000020407.13 0.168040492608492 0.00904291424202719 0.735596489685071
258 gene NONMMUG014919.2 3.3587870789829 0.00906843733649687 0.735596489685071
259 gene ENSMUSG00000002015.5 0.284260600684959 0.00908823449420693 0.735596489685071
260 gene NONMMUG018920.2 0.146266552810076 0.00911390486854802 0.735596489685071
261 gene NONMMUG011029.2 0.364541983068875 0.00914807660970141 0.735596489685071
262 gene NONMMUG004862.2 9.11142600043744 0.00920321217716757 0.737205396802351
263 gene ENSMUSG00000042354.7 2.73437197131513 0.00935010750833665 0.738449304390127
264 gene ENSMUSG00000019952.15 0.325097026329071 0.00938553981536172 0.738449304390127
265 gene ENSMUSG00000001999.15 0.247166054543881 0.00940003227844011 0.738449304390127
266 gene ENSMUSG00000034673.14 0.408709001321967 0.00940757174241302 0.738449304390127
267 gene ENSMUSG00000040033.16 0.118416042448521 0.00954178365669534 0.738449304390127
268 gene NONMMUG004648.2 0.36242159571272 0.00959018750319118 0.738449304390127
269 gene ENSMUSG00000020357.3 0.414666719370563 0.00959442025568058 0.738449304390127
270 gene ENSMUSG00000041895.15 0.416598414670604 0.00959686908843671 0.738449304390127
271 gene NONMMUG049537.1 12.4111765527947 0.00960154914848976 0.738449304390127
272 gene ENSMUSG00000111092.1 5.7418916996045 0.00960351085091182 0.738449304390127
273 gene NONMMUG020670.2 15.6008529714319 0.00960578739688878 0.738449304390127
274 gene NONMMUG048532.1 7.04720821746265 0.00966554733844882 0.739362741239801
275 gene NONMMUG046217.2 7.87284267576863 0.0096881285481939 0.739362741239801
276 gene ENSMUSG00000020456.17 0.271662172737502 0.00978399590415724 0.743973630581696
277 gene ENSMUSG00000034723.11 0.116836951296803 0.00984474764461751 0.744520314667679
278 gene ENSMUSG00000074813.13 7.16511038123964 0.00989169405116763 0.744520314667679
279 gene ENSMUSG00000029389.17 0.313955248059664 0.0099236814786593 0.744520314667679
280 gene ENSMUSG00000032575.16 0.166431854303509 0.00999393561409434 0.744520314667679
281 gene ENSMUSG00000029632.7 0.11133547881725 0.010018721025329 0.744520314667679
282 gene NONMMUG033607.2 6.94228404562786 0.010062080071235 0.744520314667679
283 gene NONMMUG041335.2 3.95515864795896 0.010086608284283 0.744520314667679
284 gene ENSMUSG00000024277.14 0.260214134379913 0.0101101858413201 0.744520314667679
285 gene ENSMUSG00000071655.11 0.2880708580767 0.0101120056180141 0.744520314667679
286 gene NONMMUG042941.2 2.19618192980637 0.0101728545771871 0.744520314667679
287 gene NONMMUG002553.2 3.218738835086 0.0101814137470636 0.744520314667679
288 gene ENSMUSG00000021760.4 0.225543761486071 0.0102229688074492 0.744963355423391
289 gene NONMMUG002847.2 0.316210195380496 0.0102742401743865 0.746108922283216
290 gene ENSMUSG00000055371.17 0.397504205126068 0.0104455902740406 0.752207172109235
291 gene NONMMUG044545.2 3.60430315538046 0.0104675336757888 0.752207172109235
292 gene NONMMUG078379.2 4.84133999405886 0.0105112437393922 0.752207172109235
293 gene ENSMUSG00000030341.17 0.221670823298986 0.0105270470680286 0.752207172109235
294 gene ENSMUSG00000041629.7 0.29331074266017 0.0105374235765052 0.752207172109235
295 gene NONMMUG001025.2 0.292875522964407 0.0106755783160376 0.753835014842889
296 gene NONMMUG090185.1 0.287944269340686 0.0106908359042772 0.753835014842889
297 gene ENSMUSG00000022964.14 0.235315531881649 0.01069370237807 0.753835014842889
298 gene NONMMUG002033.2 0.126557455896941 0.0107173234257693 0.753835014842889
299 gene NONMMUG042224.2 4.58290803309591 0.0108292380660651 0.753835014842889
300 gene NONMMUG004232.2 4.84378390226985 0.0108912173391762 0.753835014842889
301 gene ENSMUSG00000029672.16 0.282868978254773 0.0109196831351667 0.753835014842889
302 gene ENSMUSG00000027406.12 0.555957864687571 0.0109334099778304 0.753835014842889
303 gene ENSMUSG00000039747.11 0.351867880125066 0.0109422675391919 0.753835014842889
304 gene NONMMUG020432.2 0.208011242652433 0.0109843807135022 0.753835014842889
305 gene NONMMUG017666.2 1.70375033042281 0.0110889201265605 0.753835014842889
306 gene ENSMUSG00000055305.15 2.45760426788497 0.0111612990223332 0.753835014842889
307 gene NONMMUG022194.2 0.188510087833474 0.0111910640243104 0.753835014842889
308 gene ENSMUSG00000031157.10 0.224629555871966 0.0112484729509685 0.753835014842889
309 gene ENSMUSG00000038708.10 0.217484083837677 0.0112590877038365 0.753835014842889
310 gene ENSMUSG00000039191.12 0.326795077891873 0.0112973669862207 0.753835014842889
311 gene ENSMUSG00000021696.9 0.469180858559592 0.0114514814592814 0.753835014842889
312 gene NONMMUG015737.2 0.176704128934048 0.0115657790868089 0.753835014842889
313 gene ENSMUSG00000022831.14 0.244446790270508 0.0115797728911424 0.753835014842889
314 gene NONMMUG039806.2 2.17908289915077 0.0115806062037596 0.753835014842889
315 gene NONMMUG015420.2 0.139003965255994 0.0116204775424851 0.753835014842889
316 gene ENSMUSG00000053137.7 0.288502603422442 0.0116340183755886 0.753835014842889
317 gene ENSMUSG00000027580.17 0.315700612852714 0.0116420728987803 0.753835014842889
318 gene NONMMUG015550.2 2.59087451452132 0.0116479509182973 0.753835014842889
319 gene NONMMUG023418.2 2.30857320101681 0.0117108046111889 0.753835014842889
320 gene ENSMUSG00000037260.8 2.07026174099522 0.0117508053597926 0.753835014842889
321 gene ENSMUSG00000030770.15 0.547557595450846 0.0117698563524715 0.753835014842889
322 gene ENSMUSG00000020409.10 0.304271248335439 0.011771670688596 0.753835014842889
323 gene ENSMUSG00000025037.6 0.379875643671954 0.0117829529361342 0.753835014842889
324 gene NONMMUG092647.1 1.73471887632166 0.0117942609960197 0.753835014842889
325 gene ENSMUSG00000002064.10 0.101695237000971 0.0118478444185358 0.753835014842889
326 gene ENSMUSG00000039903.16 0.652196045659295 0.0118514424608842 0.753835014842889
327 gene ENSMUSG00000054545.17 4.19256146554144 0.0118527574349275 0.753835014842889
328 gene ENSMUSG00000003549.9 0.260152416131569 0.0118929233286975 0.753835014842889
329 gene ENSMUSG00000018821.3 0.249846548948198 0.0119087647419316 0.753835014842889
330 gene ENSMUSG00000066415.4 1.54201588919656 0.0119562076787108 0.753835014842889
331 gene NONMMUG029075.2 0.128661565865531 0.0119636763551074 0.753835014842889
332 gene ENSMUSG00000111080.1 3.50159109960288 0.0119706461177602 0.753835014842889
333 gene NONMMUG016035.3 9.32062195502776 0.0120045751621529 0.753835014842889
334 gene ENSMUSG00000020775.13 0.329264597954344 0.0121918562668131 0.753835014842889
